學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,D 日,D 博士,54,0,7,30 臺北市,1 一般
0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系健康教育教學碩士在職專班,N 職,M 碩士,103,0,30,30 臺北市,1 一般
0004,國立臺灣師範大學,01141087,體育與運動科學系,D 日,D 博士,114,0,9,30 臺北市,1 一般
0004,國立臺灣師範大學,01141087,體育與運動科學系,D 日,M 碩士,157,0,28,30 臺北市,1 一般
0004,國立臺灣師範大學,01141087,體育與運動科學系,N 職,M 碩士,46,0,15,30 臺北市,1 一般
0004,國立臺灣師範大學,01141087,體育與運動科學系,D 日,B 學士,261,31,49,30 臺北市,1 一般
0004,國立臺灣師範大學,01199021,教育學院創造力發展碩士在職專班,N 職,M 碩士,102,0,20,30 臺北市,1 一般
0004,國立臺灣師範大學,01199021,教育學院學士班,D 日,B 學士,46,1,0,30 臺北市,1 一般
0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,D 日,D 博士,40,0,2,30 臺北市,1 一般
0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,D 日,M 碩士,81,0,37,30 臺北市,1 一般
0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系人力資源發展碩士在職專班,N 職,M 碩士,85,0,25,30 臺北市,1 一般
0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,D 日,B 學士,256,14,49,30 臺北市,1 一般
0004,國立臺灣師範大學,02112037,設計學系,D 日,D 博士,36,0,1,30 臺北市,1 一般
0004,國立臺灣師範大學,02112037,設計學系,D 日,M 碩士,73,0,24,30 臺北市,1 一般
0004,國立臺灣師範大學,02112037,設計學系,N 職,M 碩士,86,0,25,30 臺北市,1 一般
0004,國立臺灣師範大學,02112037,設計學系,D 日,B 學士,161,14,40,30 臺北市,1 一般
0004,國立臺灣師範大學,02131023,美術學系,D 日,D 博士,105,0,16,30 臺北市,1 一般
0004,國立臺灣師範大學,02131023,美術學系,D 日,M 碩士,129,0,22,30 臺北市,1 一般
0004,國立臺灣師範大學,02131023,美術學系,N 職,M 碩士,167,0,31,30 臺北市,1 一般
0004,國立臺灣師範大學,02131023,美術學系,D 日,B 學士,195,17,45,30 臺北市,1 一般
0004,國立臺灣師範大學,02151024,音樂學系,D 日,D 博士,27,0,2,30 臺北市,1 一般
0004,國立臺灣師範大學,02151024,音樂學系,D 日,M 碩士,146,0,35,30 臺北市,1 一般
0004,國立臺灣師範大學,02151024,音樂學系,N 職,M 碩士,199,0,39,30 臺北市,1 一般
0004,國立臺灣師範大學,02151024,音樂學系,D 日,B 學士,254,27,62,30 臺北市,1 一般
0004,國立臺灣師範大學,02151025,民族音樂研究所,D 日,M 碩士,53,4,16,30 臺北市,1 一般
0004,國立臺灣師範大學,02152027,表演藝術研究所,D 日,M 碩士,97,0,25,30 臺北市,1 一般
0004,國立臺灣師範大學,02152027,表演藝術學士學位學程,D 日,B 學士,95,9,12,30 臺北市,1 一般
0004,國立臺灣師範大學,02191026,藝術史研究所,D 日,M 碩士,60,6,7,30 臺北市,1 一般
0004,國立臺灣師範大學,02221035,歷史學系,D 日,D 博士,18,0,4,30 臺北市,1 一般
0004,國立臺灣師範大學,02221035,歷史學系,D 日,M 碩士,85,0,16,30 臺北市,1 一般
0004,國立臺灣師範大學,02221035,歷史學系歷史碩士在職專班,N 職,M 碩士,1,0,3,30 臺北市,1 一般
0004,國立臺灣師範大學,02221035,歷史學系,D 日,B 學士,244,17,43,30 臺北市,1 一般
0004,國立臺灣師範大學,02221036,臺灣史研究所,D 日,M 碩士,57,6,11,30 臺北市,1 一般
0004,國立臺灣師範大學,02299045,歐洲文化與觀光研究所,D 日,M 碩士,48,5,10,30 臺北市,1 一般
0004,國立臺灣師範大學,02311033,英語學系,D 日,D 博士,43,0,5,30 臺北市,1 一般
0004,國立臺灣師範大學,02311033,英語學系,D 日,M 碩士,175,0,38,30 臺北市,1 一般
0004,國立臺灣師範大學,02311033,英語學系英語教學碩士在職專班,N 職,M 碩士,44,0,9,30 臺北市,1 一般
0004,國立臺灣師範大學,02311033,英語學系,D 日,B 學士,335,51,60,30 臺北市,1 一般
0004,國立臺灣師範大學,02312034,翻譯研究所,D 日,D 博士,39,0,1,30 臺北市,1 一般
0004,國立臺灣師範大學,02312034,翻譯研究所,D 日,M 碩士,81,9,19,30 臺北市,1 一般
0004,國立臺灣師範大學,02312034,翻譯研究所軍事口譯碩士在職專班,N 職,M 碩士,11,0,3,30 臺北市,1 一般
0004,國立臺灣師範大學,02313005,華語文教學系,D 日,D 博士,61,0,6,30 臺北市,1 一般
0004,國立臺灣師範大學,02313005,華語文教學系,D 日,M 碩士,194,0,51,30 臺北市,1 一般
0004,國立臺灣師範大學,02313005,華語文教學系,N 職,M 碩士,67,0,30,30 臺北市,1 一般
0004,國立臺灣師範大學,02313005,華語文教學系,D 日,B 學士,418,26,81,30 臺北市,1 一般
0004,國立臺灣師範大學,02321028,臺灣語文學系,D 日,D 博士,27,0,5,30 臺北市,1 一般
0004,國立臺灣師範大學,02321028,臺灣語文學系,D 日,M 碩士,52,0,13,30 臺北市,1 一般
0004,國立臺灣師範大學,02321028,臺灣語文學系,D 日,B 學士,105,12,13,30 臺北市,1 一般
0004,國立臺灣師範大學,02322029,國文學系,D 日,D 博士,52,0,9,30 臺北市,1 一般
0004,國立臺灣師範大學,02322029,國文學系,D 日,M 碩士,93,0,27,30 臺北市,1 一般
0004,國立臺灣師範大學,02322029,國文學系,N 職,M 碩士,82,0,10,30 臺北市,1 一般
0004,國立臺灣師範大學,02322029,國文學系,D 日,B 學士,430,42,106,30 臺北市,1 一般
0004,國立臺灣師範大學,03121039,政治學研究所,D 日,,0,4,0,30 臺北市,1 一般
0004,國立臺灣師範大學,03121039,政治學研究所,D 日,D 博士,5,0,0,30 臺北市,1 一般
0004,國立臺灣師範大學,03122042,東亞學系國家安全與國際事務研究碩士在職專班,N 職,M 碩士,10,0,0,30 臺北市,1 一般
0004,國立臺灣師範大學,03131003,教育心理與輔導學系,D 日,D 博士,72,0,9,30 臺北市,1 一般
0004,國立臺灣師範大學,03131003,教育心理與輔導學系,D 日,M 碩士,126,0,40,30 臺北市,1 一般
0004,國立臺灣師範大學,03131003,教育心理與輔導學系,N 職,M 碩士,79,0,28,30 臺北市,1 一般
0004,國立臺灣師範大學,03131003,教育心理與輔導學系,D 日,B 學士,189,25,40,30 臺北市,1 一般
0004,國立臺灣師範大學,03131089,成癮防制碩士在職學位學程,N 職,M 碩士,20,0,0,30 臺北市,1 一般
0004,國立臺灣師範大學,03142041,地理學系,D 日,D 博士,29,0,3,30 臺北市,1 一般
0004,國立臺灣師範大學,03142041,地理學系,D 日,M 碩士,61,0,25,30 臺北市,1 一般
0004,國立臺灣師範大學,03142041,地理學系地理碩士在職專班,N 職,M 碩士,57,0,7,30 臺北市,1 一般
0004,國立臺灣師範大學,03142041,地理學系,D 日,B 學士,330,25,76,30 臺北市,1 一般
0004,國立臺灣師範大學,03143042,東亞學系,D 日,D 博士,22,0,1,30 臺北市,1 一般
0004,國立臺灣師範大學,03143042,東亞學系,D 日,M 碩士,72,0,13,30 臺北市,1 一般
0004,國立臺灣師範大學,03143042,東亞學系,D 日,B 學士,228,13,55,30 臺北市,1 一般
0004,國立臺灣師範大學,03199070,復健諮商研究所,D 日,M 碩士,28,5,4,30 臺北市,1 一般
0004,國立臺灣師範大學,03211048,大眾傳播研究所,D 日,M 碩士,90,6,23,30 臺北市,1 一般
0004,國立臺灣師範大學,03214050,圖文傳播學系,D 日,M 碩士,75,0,19,30 臺北市,1 一般
0004,國立臺灣師範大學,03214050,圖文傳播學系,N 職,M 碩士,100,0,22,30 臺北市,1 一般
0004,國立臺灣師範大學,03214050,圖文傳播學系,D 日,B 學士,193,9,45,30 臺北市,1 一般
0004,國立臺灣師範大學,03222049,圖書資訊學研究所,D 日,D 博士,12,0,0,30 臺北市,1 一般
0004,國立臺灣師範大學,03222049,圖書資訊學研究所,D 日,M 碩士,46,6,13,30 臺北市,1 一般
0004,國立臺灣師範大學,03222049,圖書資訊學研究所圖書資訊學碩士在職專班,N 職,M 碩士,87,0,7,30 臺北市,1 一般
0004,國立臺灣師範大學,04131047,全球經營與策略研究所,D 日,M 碩士,69,5,18,30 臺北市,1 一般
0004,國立臺灣師範大學,04131051,企業管理學系,D 日,B 學士,242,7,56,30 臺北市,1 一般
0004,國立臺灣師範大學,04131052,管理研究所,D 日,M 碩士,82,7,39,30 臺北市,1 一般
0004,國立臺灣師範大學,04131055,管理學院高階經理人企業管理碩士在職專班,N 職,M 碩士,168,2,79,30 臺北市,1 一般
0004,國立臺灣師範大學,04131082,運動與休閒學院樂活產業高階經理人企業管理碩士在職專班,N 職,M 碩士,75,2,27,30 臺北市,1 一般
0004,國立臺灣師範大學,04191054,國際人力資源發展研究所,D 日,M 碩士,65,5,23,30 臺北市,1 一般
0004,國立臺灣師範大學,05111056,生命科學系,D 日,D 博士,21,0,6,30 臺北市,1 一般
0004,國立臺灣師範大學,05111056,生命科學系,D 日,M 碩士,92,0,23,30 臺北市,1 一般
0004,國立臺灣師範大學,05111056,生命科學系,D 日,B 學士,256,30,53,30 臺北市,1 一般
0004,國立臺灣師範大學,05111057,生物多樣性國際研究生博士學位學程,D 日,D 博士,22,0,7,30 臺北市,1 一般
0004,國立臺灣師範大學,05121084,生技醫藥產業碩士學位學程,D 日,M 碩士,15,2,1,30 臺北市,1 一般
0004,國立臺灣師範大學,05191083,營養科學碩士學位學程,D 日,M 碩士,23,0,7,30 臺北市,1 一般
0004,國立臺灣師範大學,05191083,營養科學學士學位學程,D 日,B 學士,134,8,23,30 臺北市,1 一般
0004,國立臺灣師範大學,05311059,化學系,D 日,D 博士,23,0,5,30 臺北市,1 一般
0004,國立臺灣師範大學,05311059,化學系,D 日,M 碩士,191,0,71,30 臺北市,1 一般
0004,國立臺灣師範大學,05311059,化學系,D 日,B 學士,320,26,74,30 臺北市,1 一般
0004,國立臺灣師範大學,05321060,地球科學系,D 日,D 博士,20,0,1,30 臺北市,1 一般
0004,國立臺灣師範大學,05321060,地球科學系,D 日,M 碩士,63,0,21,30 臺北市,1 一般
0004,國立臺灣師範大學,05321060,地球科學系,D 日,B 學士,162,17,34,30 臺北市,1 一般
0004,國立臺灣師範大學,05323069,海洋環境科技研究所,D 日,,0,5,0,30 臺北市,1 一般
0004,國立臺灣師範大學,05331061,物理學系,D 日,D 博士,28,0,4,30 臺北市,1 一般
0004,國立臺灣師範大學,05331061,物理學系,D 日,M 碩士,78,0,25,30 臺北市,1 一般
0004,國立臺灣師範大學,05331061,物理學系,D 日,B 學士,284,31,49,30 臺北市,1 一般
0004,國立臺灣師範大學,05411062,數學系,D 日,D 博士,14,0,2,30 臺北市,1 一般
0004,國立臺灣師範大學,05411062,數學系,D 日,M 碩士,75,0,31,30 臺北市,1 一般
0004,國立臺灣師範大學,05411062,數學系,D 日,B 學士,394,33,66,30 臺北市,1 一般
0004,國立臺灣師範大學,05499062,數學系數學教學碩士在職專班,N 職,M 碩士,2,0,5,30 臺北市,1 一般
0004,國立臺灣師範大學,06131065,資訊工程學系,D 日,D 博士,13,0,0,30 臺北市,1 一般
0004,國立臺灣師範大學,06131065,資訊工程學系,D 日,M 碩士,186,0,55,30 臺北市,1 一般
0004,國立臺灣師範大學,06131065,資訊工程學系,D 日,B 學士,252,18,44,30 臺北市,1 一般
0004,國立臺灣師範大學,07141063,電機工程學系,D 日,D 博士,18,0,0,30 臺北市,1 一般
0004,國立臺灣師範大學,07141063,電機工程學系,D 日,M 碩士,149,0,35,30 臺北市,1 一般
0004,國立臺灣師範大學,07141063,電機工程學系,D 日,B 學士,215,17,45,30 臺北市,1 一般
0004,國立臺灣師範大學,07141080,光電工程研究所,D 日,D 博士,15,0,1,30 臺北市,1 一般
0004,國立臺灣師範大學,07141080,光電工程研究所,D 日,M 碩士,62,0,13,30 臺北市,1 一般
0004,國立臺灣師範大學,07141080,光電工程學士學位學程,D 日,B 學士,86,7,9,30 臺北市,1 一般
0004,國立臺灣師範大學,07151068,機電工程學系,D 日,D 博士,13,0,2,30 臺北市,1 一般
0004,國立臺灣師範大學,07151068,機電工程學系,D 日,M 碩士,60,0,29,30 臺北市,1 一般
0004,國立臺灣師範大學,07151068,機電工程學系,D 日,B 學士,252,14,47,30 臺北市,1 一般
0004,國立臺灣師範大學,07161081,車輛與能源工程學士學位學程,D 日,B 學士,99,7,21,30 臺北市,1 一般
0004,國立臺灣師範大學,09231071,社會工作學研究所,D 日,M 碩士,87,7,12,30 臺北市,1 一般
0004,國立臺灣師範大學,10141074,運動競技學系,D 日,M 碩士,82,0,19,30 臺北市,1 一般
0004,國立臺灣師範大學,10141074,運動競技學系,D 日,B 學士,262,19,67,30 臺北市,1 一般
0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,D 日,D 博士,28,0,0,30 臺北市,1 一般
0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,D 日,M 碩士,99,11,37,30 臺北市,1 一般
0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所運動休閒與餐旅管理碩士在職專班,N 職,M 碩士,75,0,16,30 臺北市,1 一般
0004,國立臺灣師範大學,99999078,管理學院國際時尚高階管理碩士在職專班,N 職,M 碩士,81,2,45,30 臺北市,1 一般
0004,國立臺灣師範大學,99999Y43,師資培育學院,D 日,,0,11,0,30 臺北市,1 一般
0004,國立臺灣師範大學,99999Z07,體育室,D 日,,0,3,0,30 臺北市,1 一般
0004,國立臺灣師範大學,99999Z99,其他(包括行政助教),D 日,,0,7,0,30 臺北市,1 一般
0005,國立成功大學,01111103,教育研究所,D 日,D 博士,31,0,1,21 臺南市,1 一般
0005,國立成功大學,01111103,教育研究所,D 日,M 碩士,61,7,17,21 臺南市,1 一般
0005,國立成功大學,02121105,科技藝術碩士學位學程,D 日,M 碩士,20,4,4,21 臺南市,1 一般
0005,國立成功大學,02122112,創意產業設計研究所,D 日,D 博士,40,0,2,21 臺南市,1 一般
0005,國立成功大學,02122112,創意產業設計研究所,D 日,M 碩士,62,5,14,21 臺南市,1 一般
0005,國立成功大學,02123113,工業設計學系,D 日,D 博士,74,0,5,21 臺南市,1 一般
0005,國立成功大學,02123113,工業設計學系,D 日,M 碩士,100,0,25,21 臺南市,1 一般
0005,國立成功大學,02123113,工業設計學系,N 職,M 碩士,31,0,8,21 臺南市,1 一般
0005,國立成功大學,02123113,工業設計學系,D 日,B 學士,193,15,41,21 臺南市,1 一般
0005,國立成功大學,02152051,戲劇碩士學位學程,D 日,M 碩士,20,2,7,21 臺南市,1 一般
0005,國立成功大學,02191104,藝術研究所,D 日,M 碩士,44,6,19,21 臺南市,1 一般
0005,國立成功大學,02221110,歷史學系,D 日,D 博士,27,0,4,21 臺南市,1 一般
0005,國立成功大學,02221110,歷史學系,D 日,M 碩士,52,0,5,21 臺南市,1 一般
0005,國立成功大學,02221110,歷史學系,D 日,B 學士,241,23,46,21 臺南市,1 一般
0005,國立成功大學,02222111,考古學研究所,D 日,M 碩士,59,7,2,21 臺南市,1 一般
0005,國立成功大學,02299Y15,文學院,D 日,,0,1,0,21 臺南市,1 一般
0005,國立成功大學,02311108,外國語文學系外國文學組,D 日,D 博士,16,0,3,21 臺南市,1 一般
0005,國立成功大學,02311108,外國語文學系,D 日,M 碩士,47,0,6,21 臺南市,1 一般
0005,國立成功大學,02311108,外國語文學系,D 日,B 學士,296,25,60,21 臺南市,1 一般
0005,國立成功大學,02321106,台灣文學系,D 日,D 博士,24,0,0,21 臺南市,1 一般
0005,國立成功大學,02321106,台灣文學系,D 日,M 碩士,46,0,6,21 臺南市,1 一般
0005,國立成功大學,02321106,台灣文學系,N 職,M 碩士,15,0,3,21 臺南市,1 一般
0005,國立成功大學,02321106,台灣文學系,D 日,B 學士,193,16,29,21 臺南市,1 一般
0005,國立成功大學,02322107,中國文學系,D 日,D 博士,34,0,5,21 臺南市,1 一般
0005,國立成功大學,02322107,中國文學系,D 日,M 碩士,78,0,18,21 臺南市,1 一般
0005,國立成功大學,02322107,中國文學系,D 日,B 學士,211,30,54,21 臺南市,1 一般
0005,國立成功大學,03111114,經濟學系,D 日,M 碩士,29,0,13,21 臺南市,1 一般
0005,國立成功大學,03111114,經濟學系,D 日,B 學士,252,14,66,21 臺南市,1 一般
0005,國立成功大學,03121115,政治學系政治經濟學博士班,D 日,D 博士,29,0,5,21 臺南市,1 一般
0005,國立成功大學,03121115,政治學系政治經濟學碩士班,D 日,M 碩士,38,0,9,21 臺南市,1 一般
0005,國立成功大學,03121115,政治學系政治經濟學碩士在職專班,N 職,M 碩士,41,0,10,21 臺南市,1 一般
0005,國立成功大學,03121115,政治學系,D 日,B 學士,249,18,56,21 臺南市,1 一般
0005,國立成功大學,03131117,心理學系,D 日,D 博士,1,0,0,21 臺南市,1 一般
0005,國立成功大學,03131117,心理學系,D 日,M 碩士,41,0,19,21 臺南市,1 一般
0005,國立成功大學,03131117,心理學系,D 日,B 學士,275,11,70,21 臺南市,1 一般
0005,國立成功大學,03131119,行為醫學研究所,D 日,M 碩士,31,5,10,21 臺南市,1 一般
0005,國立成功大學,03131129,心智科學原理與應用國際博士學位學程,D 日,D 博士,7,0,0,21 臺南市,1 一般
0005,國立成功大學,04111120,會計學系,D 日,D 博士,9,0,0,21 臺南市,1 一般
0005,國立成功大學,04111120,會計學系,D 日,M 碩士,90,0,39,21 臺南市,1 一般
0005,國立成功大學,04111120,會計學系,D 日,B 學士,264,14,66,21 臺南市,1 一般
0005,國立成功大學,04121126,財務金融研究所,D 日,D 博士,5,0,0,21 臺南市,1 一般
0005,國立成功大學,04121126,財務金融研究所,D 日,M 碩士,90,3,20,21 臺南市,1 一般
0005,國立成功大學,04121126,財務金融研究所,N 職,M 碩士,132,0,33,21 臺南市,1 一般
0005,國立成功大學,04131055,高階管理碩士在職專班(EMBA),N 職,M 碩士,254,2,73,21 臺南市,1 一般
0005,國立成功大學,04131056,電信管理研究所,D 日,M 碩士,33,3,15,21 臺南市,1 一般
0005,國立成功大學,04131121,企業管理學系,D 日,D 博士,7,0,3,21 臺南市,1 一般
0005,國立成功大學,04131121,企業管理學系,D 日,M 碩士,130,0,49,21 臺南市,1 一般
0005,國立成功大學,04131121,企業管理學系,N 職,M 碩士,87,0,35,21 臺南市,1 一般
0005,國立成功大學,04131121,企業管理學系,D 日,B 學士,230,13,52,21 臺南市,1 一般
0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),D 日,M 碩士,49,2,10,21 臺南市,1 一般
0005,國立成功大學,04131124,國際企業研究所,D 日,D 博士,12,0,1,21 臺南市,1 一般
0005,國立成功大學,04131124,國際企業研究所,D 日,M 碩士,88,5,24,21 臺南市,1 一般
0005,國立成功大學,04131125,國際經營管理研究所(IMBA),D 日,D 博士,14,0,1,21 臺南市,1 一般
0005,國立成功大學,04131125,國際經營管理研究所(IMBA),D 日,M 碩士,62,7,54,21 臺南市,1 一般
0005,國立成功大學,04131125,國際經營管理研究所(IMBA),N 職,M 碩士,81,0,11,21 臺南市,1 一般
0005,國立成功大學,04131135,高階經營管理博士學位學程,D 日,D 博士,3,0,0,21 臺南市,1 一般
0005,國立成功大學,04199024,海洋科技與事務研究所,D 日,D 博士,12,0,3,21 臺南市,1 一般
0005,國立成功大學,04199024,海洋科技與事務研究所,D 日,M 碩士,14,4,6,21 臺南市,1 一般
0005,國立成功大學,04199057,工業與資訊管理學系,D 日,D 博士,16,0,1,21 臺南市,1 一般
0005,國立成功大學,04199057,工業與資訊管理學系,D 日,M 碩士,88,0,44,21 臺南市,1 一般
0005,國立成功大學,04199057,工業與資訊管理學系,N 職,M 碩士,109,0,34,21 臺南市,1 一般
0005,國立成功大學,04199057,工業與資訊管理學系,D 日,B 學士,253,13,48,21 臺南市,1 一般
0005,國立成功大學,04212001,法律學系,D 日,D 博士,26,0,2,21 臺南市,1 一般
0005,國立成功大學,04212001,法律學系,D 日,M 碩士,161,0,41,21 臺南市,1 一般
0005,國立成功大學,04212001,法律學系,N 職,M 碩士,49,0,4,21 臺南市,1 一般
0005,國立成功大學,04212001,法律學系,D 日,B 學士,286,24,70,21 臺南市,1 一般
0005,國立成功大學,05111003,生命科學系,D 日,D 博士,27,0,0,21 臺南市,1 一般
0005,國立成功大學,05111003,生命科學系,D 日,M 碩士,61,0,10,21 臺南市,1 一般
0005,國立成功大學,05111003,生命科學系,D 日,B 學士,215,17,29,21 臺南市,1 一般
0005,國立成功大學,05111132,熱帶植物與微生物科學研究所,D 日,M 碩士,27,6,7,21 臺南市,1 一般
0005,國立成功大學,05121008,生物科技與產業科學系,D 日,D 博士,30,0,3,21 臺南市,1 一般
0005,國立成功大學,05121008,生物科技與產業科學系,D 日,M 碩士,75,0,24,21 臺南市,1 一般
0005,國立成功大學,05121008,生物科技與產業科學系,D 日,B 學士,183,20,54,21 臺南市,1 一般
0005,國立成功大學,05122009,微生物及免疫學研究所,D 日,M 碩士,50,8,13,21 臺南市,1 一般
0005,國立成功大學,05123010,生物化學暨分子生物學研究所,D 日,M 碩士,42,10,21,21 臺南市,1 一般
0005,國立成功大學,05199016,跨領域神經科學國際博士學位學程(跨領域神經科學國際研究生博士學位學程),D 日,D 博士,12,0,3,21 臺南市,1 一般
0005,國立成功大學,05291025,自然災害減災及管理國際碩士學位學程,D 日,M 碩士,17,2,12,21 臺南市,1 一般
0005,國立成功大學,05311017,化學系,D 日,D 博士,12,0,1,21 臺南市,1 一般
0005,國立成功大學,05311017,化學系,D 日,M 碩士,135,0,58,21 臺南市,1 一般
0005,國立成功大學,05311017,化學系,D 日,B 學士,249,26,55,21 臺南市,1 一般
0005,國立成功大學,05321019,地球科學系,D 日,D 博士,12,0,1,21 臺南市,1 一般
0005,國立成功大學,05321019,地球科學系,D 日,M 碩士,51,0,17,21 臺南市,1 一般
0005,國立成功大學,05321019,地球科學系,N 職,M 碩士,6,0,2,21 臺南市,1 一般
0005,國立成功大學,05321019,地球科學系,D 日,B 學士,177,16,24,21 臺南市,1 一般
0005,國立成功大學,05331021,物理學系,D 日,D 博士,37,0,6,21 臺南市,1 一般
0005,國立成功大學,05331021,物理學系,D 日,M 碩士,109,0,37,21 臺南市,1 一般
0005,國立成功大學,05331021,物理學系,D 日,B 學士,229,36,48,21 臺南市,1 一般
0005,國立成功大學,05331023,太空與電漿科學研究所,D 日,D 博士,2,0,0,21 臺南市,1 一般
0005,國立成功大學,05331023,太空與電漿科學研究所,D 日,M 碩士,15,6,7,21 臺南市,1 一般
0005,國立成功大學,05411027,數學系,D 日,D 博士,12,0,1,21 臺南市,1 一般
0005,國立成功大學,05411027,數學系,D 日,M 碩士,52,0,22,21 臺南市,1 一般
0005,國立成功大學,05411027,數學系,D 日,B 學士,241,33,33,21 臺南市,1 一般
0005,國立成功大學,05421029,統計學系,D 日,D 博士,10,0,2,21 臺南市,1 一般
0005,國立成功大學,05421029,統計學系,D 日,M 碩士,36,0,12,21 臺南市,1 一般
0005,國立成功大學,05421029,統計學系,D 日,B 學士,276,12,62,21 臺南市,1 一般
0005,國立成功大學,05421128,數據科學研究所,D 日,M 碩士,21,5,8,21 臺南市,1 一般
0005,國立成功大學,06131030,資訊管理研究所,D 日,D 博士,17,0,1,21 臺南市,1 一般
0005,國立成功大學,06131030,資訊管理研究所,D 日,M 碩士,66,7,35,21 臺南市,1 一般
0005,國立成功大學,06131031,多媒體系統與智慧型運算工程博士學位學程,D 日,D 博士,6,0,1,21 臺南市,1 一般
0005,國立成功大學,06131036,資訊工程學系,D 日,D 博士,82,0,3,21 臺南市,1 一般
0005,國立成功大學,06131036,資訊工程學系,D 日,M 碩士,348,0,110,21 臺南市,1 一般
0005,國立成功大學,06131036,資訊工程學系人工智慧與資訊系統碩士在職專班,N 職,M 碩士,40,0,0,21 臺南市,1 一般
0005,國立成功大學,06131036,資訊工程學系,D 日,B 學士,499,36,121,21 臺南市,1 一般
0005,國立成功大學,06131037,電腦與通信工程研究所,D 日,D 博士,19,0,5,21 臺南市,1 一般
0005,國立成功大學,06131037,電腦與通信工程研究所,D 日,M 碩士,172,14,73,21 臺南市,1 一般
0005,國立成功大學,06131095,醫學資訊研究所,D 日,M 碩士,31,0,15,21 臺南市,1 一般
0005,國立成功大學,06131131,人工智慧科技碩士學位學程,D 日,M 碩士,42,0,11,21 臺南市,1 一般
0005,國立成功大學,06131136,智慧運算工程博士學位學程,D 日,D 博士,1,0,0,21 臺南市,1 一般
0005,國立成功大學,06131138,智慧運算碩士學位學程,D 日,M 碩士,6,0,0,21 臺南市,1 一般
0005,國立成功大學,07111050,化學工程學系,D 日,D 博士,42,0,11,21 臺南市,1 一般
0005,國立成功大學,07111050,化學工程學系,D 日,M 碩士,275,0,114,21 臺南市,1 一般
0005,國立成功大學,07111050,化學工程學系,D 日,B 學士,557,37,120,21 臺南市,1 一般
0005,國立成功大學,07112063,材料科學及工程學系,D 日,D 博士,58,0,7,21 臺南市,1 一般
0005,國立成功大學,07112063,材料科學及工程學系,D 日,M 碩士,320,0,115,21 臺南市,1 一般
0005,國立成功大學,07112063,材料科學及工程學系,D 日,B 學士,410,31,76,21 臺南市,1 一般
0005,國立成功大學,07112065,尖端材料國際碩士學位學程,D 日,M 碩士,6,0,7,21 臺南市,1 一般
0005,國立成功大學,07121070,環境工程學系,D 日,D 博士,16,0,0,21 臺南市,1 一般
0005,國立成功大學,07121070,環境工程學系,D 日,M 碩士,91,0,45,21 臺南市,1 一般
0005,國立成功大學,07121070,環境工程學系,D 日,B 學士,228,15,51,21 臺南市,1 一般
0005,國立成功大學,07122026,水利及海洋工程學系,D 日,D 博士,30,0,7,21 臺南市,1 一般
0005,國立成功大學,07122026,水利及海洋工程學系,D 日,M 碩士,87,0,48,21 臺南市,1 一般
0005,國立成功大學,07122026,水利及海洋工程學系,N 職,M 碩士,24,0,5,21 臺南市,1 一般
0005,國立成功大學,07122026,水利及海洋工程學系,D 日,B 學士,182,16,39,21 臺南市,1 一般
0005,國立成功大學,07132052,能源工程國際博士學位學程,D 日,D 博士,8,0,0,21 臺南市,1 一般
0005,國立成功大學,07132052,能源工程國際碩士學位學程,D 日,M 碩士,34,0,15,21 臺南市,1 一般
0005,國立成功大學,07132052,能源工程國際學士學位學程,D 日,B 學士,113,6,15,21 臺南市,1 一般
0005,國立成功大學,07141032,電機工程學系,D 日,D 博士,114,0,11,21 臺南市,1 一般
0005,國立成功大學,07141032,電機工程學系,D 日,M 碩士,798,0,251,21 臺南市,1 一般
0005,國立成功大學,07141032,電機工程學系,N 職,M 碩士,63,0,10,21 臺南市,1 一般
0005,國立成功大學,07141032,電機工程學系,D 日,B 學士,705,50,145,21 臺南市,1 一般
0005,國立成功大學,07141033,微電子工程研究所,D 日,D 博士,39,0,8,21 臺南市,1 一般
0005,國立成功大學,07141033,微電子工程研究所,D 日,M 碩士,137,12,65,21 臺南市,1 一般
0005,國立成功大學,07141035,光電科學與工程學系,D 日,D 博士,38,0,3,21 臺南市,1 一般
0005,國立成功大學,07141035,光電科學與工程學系,D 日,M 碩士,171,0,68,21 臺南市,1 一般
0005,國立成功大學,07141035,光電科學與工程學系,D 日,B 學士,233,23,43,21 臺南市,1 一般
0005,國立成功大學,07141040,奈米積體電路工程博士學位學程,D 日,D 博士,6,0,0,21 臺南市,1 一般
0005,國立成功大學,07141040,奈米積體電路工程碩士學位學程,D 日,M 碩士,38,4,11,21 臺南市,1 一般
0005,國立成功大學,07141041,製造資訊與系統研究所,D 日,D 博士,29,0,0,21 臺南市,1 一般
0005,國立成功大學,07141041,製造資訊與系統研究所,D 日,M 碩士,70,7,33,21 臺南市,1 一般
